date,day_of_experiment,observer,core_id,rc_id_2,plant_id,treatment,co2_flux_raw,co2_flux_avg,functional_type,percent_cover,total_increment_root_biomass,total_root_biomass,shrub_ratio,graminoid_ratio,shrub_biomass_percent,graminoid_biomass_percent,shrub_biomass,graminoid_biomass,thin_white_branched,thin_white_unbranched,thick_white_branched,thick_white_unbranched,thin_beige_branched,thin_beige_unbranched,thick_beige_branched,thick_beige_unbranched,thin_brown_branched,thin_brown_unbranched,thick_brown_branched,thick_brown_unbranched,thin_black_branched,thin_black_unbranched,thick_black_branched,thick_black_unbranched
6/11/2025,62,Juliana,rc.3,NA,1,extended,,,graminoid,0.22,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,1,extended,,,shrub,0.22,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,1,extended,,,forb,0.13,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,1,extended,,,bryophyte,0.12,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,1,extended,,,graminoid,0.25,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,1,extended,,,shrub,0.23,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,1,extended,,,forb,0.15,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,1,extended,,,bryophyte,0.1,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,1,extended,,,graminoid,0.27,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,1,extended,,,shrub,0.25,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,1,extended,,,forb,0.2,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,1,extended,,,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,1,extended,,,graminoid,0.27,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,1,extended,,,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,1,extended,,,forb,0.25,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,1,extended,,,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.1.2,NA,1,extended,,,graminoid,0.32,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.1.2,NA,1,extended,,,shrub,0.18,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.1.2,NA,1,extended,,,forb,0.28,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.1.2,NA,1,extended,,,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,1,extended,,,graminoid,0.35,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,1,extended,,,shrub,0.15,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,1,extended,,,forb,0.32,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,1,extended,,,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2025,104,Juliana,rc.2.2,NA,1,extended,,,graminoid,0.37,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2025,104,Juliana,rc.2.2,NA,1,extended,,,shrub,0.12,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2025,104,Juliana,rc.2.2,NA,1,extended,,,forb,0.35,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2025,104,Juliana,rc.2.2,NA,1,extended,,,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,1,extended,,,graminoid,0.4,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,1,extended,,,shrub,0.1,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,1,extended,,,forb,0.38,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,1,extended,,,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2025,118,Juliana,rc.5,NA,1,extended,,,graminoid,0.42,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2025,118,Juliana,rc.5,NA,1,extended,,,shrub,0.05,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2025,118,Juliana,rc.5,NA,1,extended,,,forb,0.4,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2025,118,Juliana,rc.5,NA,1,extended,,,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2025,125,Juliana,NA,NA,1,extended,,,graminoid,0.42,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2025,125,Juliana,NA,NA,1,extended,,,shrub,0.05,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2025,125,Juliana,NA,NA,1,extended,,,forb,0.4,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2025,125,Juliana,NA,NA,1,extended,,,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2025,132,Juliana,rc.6,NA,1,extended,1.179514,155.695848,graminoid,0.42,0.0029,0.0137,,0,,0,,0.0029,,,,,,0.0008,,,0.0021,,,,,,,
8/20/2025,132,Juliana,rc.6,NA,1,extended,1.179514,155.695848,shrub,0.05,0.0108,0.0137,0.063425926,,0.788321168,,0.0108,,0.007,<0.0001,,,,0.0021,,,0.0017,,,,,,,
8/20/2025,132,Juliana,rc.6,NA,1,extended,,0,forb,0.4,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2025,132,Juliana,rc.6,NA,1,extended,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,2,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,2,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,2,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.1,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,2,heatwave,,0,graminoid,0.01,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,2,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,2,heatwave,,0,forb,0.02,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,2,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,2,heatwave,,0,graminoid,0.02,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,2,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,2,heatwave,,0,forb,0.05,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,2,heatwave,,0,graminoid,0.03,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,2,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,2,heatwave,,0,forb,0.11,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,2,heatwave,,0,bryophyte,0.1,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,2,heatwave,,0,graminoid,0.05,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,2,heatwave,,0,shrub,0.05,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,2,heatwave,,0,forb,0.2,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,2,heatwave,,0,graminoid,0.08,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,2,heatwave,,0,shrub,0.07,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,2,heatwave,,0,forb,0.23,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,2,heatwave,,0,graminoid,0.11,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,2,heatwave,,0,shrub,0.09,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,2,heatwave,,0,forb,0.25,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,2,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,2,heatwave,,0,graminoid,0.15,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,2,heatwave,,0,shrub,0.12,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,2,heatwave,,0,forb,0.28,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,2,heatwave,,0,graminoid,0.32,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,2,heatwave,,0,shrub,0.15,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,2,heatwave,,0,forb,0.4,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,2,heatwave,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,2,heatwave,,0,graminoid,0.4,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,2,heatwave,,0,shrub,0.12,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,2,heatwave,,0,forb,0.43,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.5,rc.1.2,2,heatwave,,0,graminoid,0.45,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.5,rc.1.2,2,heatwave,,0,shrub,0.15,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.5,rc.1.2,2,heatwave,,0,forb,0.45,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.5,rc.1.2,2,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,2,heatwave,,0,graminoid,0.47,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,2,heatwave,,0,shrub,0.14,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,2,heatwave,,0,forb,0.45,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2025,104,Juliana,rc.6,rc.2.2,2,heatwave,0.85557,88.97928,graminoid,0.45,0.0023,0.0023,,0,,0,,0,,,,,<0.0001,,,,0.0023,<0.0001,,,,,,
7/23/2025,104,Juliana,rc.6,rc.2.2,2,heatwave,0.85557,88.97928,shrub,0.16,0,0.0023,0.16,,1,,0.0023,,,<0.0001,,,,,,,<0.0001,,,,,,,
7/23/2025,104,Juliana,rc.6,rc.2.2,2,heatwave,,0,forb,0.47,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2025,104,Juliana,rc.6,rc.2.2,2,heatwave,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,2,heatwave,,0,graminoid,0.42,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,2,heatwave,,0,shrub,0.16,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,2,heatwave,,0,forb,0.47,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,3,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,3,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,3,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,3,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,3,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,3,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,3,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,3,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,3,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,3,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,3,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,3,heatwave,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,3,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,3,heatwave,,0,bryophyte,0.07,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,3,heatwave,,0,graminoid,0.01,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,3,heatwave,,0,shrub,0.05,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,3,heatwave,,0,forb,0.02,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,3,heatwave,,0,graminoid,0.02,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,3,heatwave,,0,shrub,0.07,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,3,heatwave,,0,forb,0.03,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,3,heatwave,,0,graminoid,0.03,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,3,heatwave,,0,shrub,0.1,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,3,heatwave,,0,forb,0.03,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,3,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,3,heatwave,,0,graminoid,0.05,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,3,heatwave,,0,shrub,0.15,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,3,heatwave,,0,forb,0.06,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,3,heatwave,,0,graminoid,0.1,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,3,heatwave,,0,shrub,0.18,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,3,heatwave,,0,forb,0.1,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2025,76,Juliana,rc.4,NA,3,heatwave,,0,bryophyte,0.06,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,3,heatwave,,0,graminoid,0.2,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,3,heatwave,,0,shrub,0.18,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,3,heatwave,,0,forb,0.11,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2025,83,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.5,rc.1.2,3,heatwave,,0,graminoid,0.22,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.5,rc.1.2,3,heatwave,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.5,rc.1.2,3,heatwave,,0,forb,0.12,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2025,91,Juliana,rc.5,rc.1.2,3,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,3,heatwave,,0,graminoid,0.2,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,3,heatwave,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,3,heatwave,,0,forb,0.12,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2025,97,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2025,104,Juliana,rc.6,rc.2.2,3,heatwave,0.825969,85.900776,graminoid,0.18,0,0.0012,,0.308571429,,0.583333333,,0.0007,,,,,,,,,<0.0001,,,,<0.0001,,,
7/23/2025,104,Juliana,rc.6,rc.2.2,3,heatwave,0.825969,85.900776,shrub,0.2,0.0012,0.0012,0,,0,,0.0005,,<0.0001,,,0.0007,,<0.0001,0.0005,<0.0001,,,,<0.0001,,,,
7/23/2025,104,Juliana,rc.6,rc.2.2,3,heatwave,,0,forb,0.12,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2025,104,Juliana,rc.6,rc.2.2,3,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,3,heatwave,,0,graminoid,0.15,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,3,heatwave,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,3,heatwave,,0,forb,0.12,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2025,111,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,4,control,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,4,control,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2025,19,Juliana,NA,NA,4,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,4,control,,0,graminoid,0.01,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,4,control,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2025,26,Juliana,rc.1,NA,4,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,4,control,,0,graminoid,0.03,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,4,control,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,33,Juliana,NA,NA,4,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,4,control,,0,graminoid,0.05,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,4,control,,0,shrub,0.02,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025,41,Juliana,rc.2,NA,4,control,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,4,control,,0,graminoid,0.1,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,4,control,,0,shrub,0.15,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2025,48,Juliana,NA,NA,4,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,4,control,,0,graminoid,0.12,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,4,control,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2025,55,Juliana,NA,NA,4,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,4,control,,0,graminoid,0.15,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,4,control,,0,shrub,0.23,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2025,62,Juliana,rc.3,NA,4,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,4,control,,0,graminoid,0.18,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,4,control,,0,shrub,0.25,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2025,69,Juliana,NA,NA,4,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
